timestamp,solar_generation_kwh,solar_radiation,cloud_cover_percent,temperature_celsius,hour_of_day
2017-08-23 19:00:00,0.0,0.0,43,21.38,19
2017-08-23 20:00:00,0.0,0.0,56,20.51,20
2017-08-23 21:00:00,0.0,0.0,43,20.64,21
2017-08-23 22:00:00,0.0,0.0,56,18.1,22
2017-08-23 23:00:00,0.0,0.0,78,17.69,23
2017-08-24 00:00:00,0.0,0.0,61,16.9,0
2017-08-24 01:00:00,0.0,0.0,80,15.63,1
2017-08-24 02:00:00,0.0,0.0,81,14.01,2
2017-08-24 03:00:00,0.0,0.0,64,15.32,3
2017-08-24 04:00:00,0.0213,0.0,98,17.19,4
2017-08-24 05:00:00,0.2476,0.0,74,14.69,5
2017-08-24 06:00:00,0.672,0.0,49,20.76,6
2017-08-24 07:00:00,1.1231,0.03,64,21.13,7
2017-08-24 08:00:00,1.5289,0.135,46,21.52,8
2017-08-24 09:00:00,1.8652,0.30333333333333334,35,22.2,9
2017-08-24 10:00:00,2.0649,0.41933333333333334,26,21.69,10
2017-08-24 11:00:00,2.1495,0.30400000000000005,43,24.71,11
2017-08-24 12:00:00,2.1146,0.567,19,26.12,12
2017-08-24 13:00:00,1.9215,0.5003333333333333,21,23.59,13
2017-08-24 14:00:00,1.5323,0.5661666666666667,21,27.22,14
2017-08-24 15:00:00,0.984,0.41800000000000004,24,23.0,15
2017-08-24 16:00:00,0.4564,0.22399999999999998,36,27.76,16
2017-08-24 17:00:00,0.1054,0.08850000000000001,41,24.04,17
2017-08-24 18:00:00,0.0029,0.0,25,24.05,18
2017-08-24 19:00:00,0.0,0.025500000000000002,49,23.04,19
2017-08-24 20:00:00,0.0,0.0,43,20.04,20
2017-08-24 21:00:00,0.0,0.0,74,20.82,21
2017-08-24 22:00:00,0.0,0.0,88,19.29,22
2017-08-24 23:00:00,0.0,0.0065,61,18.08,23
2017-08-25 00:00:00,0.0,0.0,46,15.85,0
2017-08-25 01:00:00,0.0,0.011333333333333332,66,14.22,1
2017-08-25 02:00:00,0.0,0.0,71,14.39,2
2017-08-25 03:00:00,0.0,0.0,91,17.88,3
2017-08-25 04:00:00,0.0223,0.011333333333333336,83,16.41,4
2017-08-25 05:00:00,0.269,0.0,68,18.08,5
2017-08-25 06:00:00,0.7428,0.0,53,19.09,6
2017-08-25 07:00:00,1.3725,0.04000000000000001,60,21.05,7
2017-08-25 08:00:00,1.9558,0.13333333333333333,50,21.86,8
2017-08-25 09:00:00,2.3936,0.24199999999999997,34,20.98,9
2017-08-25 10:00:00,2.5854,0.567,19,27.23,10
2017-08-25 11:00:00,2.6218,0.29450000000000004,43,23.83,11
2017-08-25 12:00:00,2.4577,0.5025,33,26.09,12
2017-08-25 13:00:00,2.1172,0.4646666666666666,32,25.92,13
2017-08-25 14:00:00,1.6215,0.45633333333333337,26,26.91,14
2017-08-25 15:00:00,1.0147,0.40816666666666673,21,24.74,15
2017-08-25 16:00:00,0.4527,0.19999999999999998,40,26.84,16
2017-08-25 17:00:00,0.093,0.13933333333333334,24,20.91,17
2017-08-25 18:00:00,0.0021,0.0,51,20.66,18
2017-08-25 19:00:00,0.0,0.04133333333333333,38,19.22,19
2017-08-25 20:00:00,0.0,0.011333333333333332,32,22.91,20
2017-08-25 21:00:00,0.0,0.004166666666666667,75,16.66,21
2017-08-25 22:00:00,0.0,0.029999999999999995,55,17.65,22
2017-08-25 23:00:00,0.0,0.0,60,17.36,23
2017-08-26 00:00:00,0.0,0.0,79,17.84,0
2017-08-26 01:00:00,0.0,0.0,88,15.62,1
2017-08-26 02:00:00,0.0,0.0,58,17.38,2
2017-08-26 03:00:00,0.0,0.0,58,15.14,3
2017-08-26 04:00:00,0.0164,0.0,57,17.6,4
2017-08-26 05:00:00,0.2314,0.0,76,20.03,5
2017-08-26 06:00:00,0.6644,0.0,68,17.98,6
2017-08-26 07:00:00,1.1785,0.08133333333333333,39,17.96,7
2017-08-26 08:00:00,1.6455,0.072,64,19.75,8
2017-08-26 09:00:00,1.9873,0.2816666666666667,35,21.24,9
2017-08-26 10:00:00,2.24,0.341,38,25.89,10
2017-08-26 11:00:00,2.3351,0.611,22,23.73,11
2017-08-26 12:00:00,2.2298,0.45866666666666667,36,24.94,12
2017-08-26 13:00:00,1.9237,0.45999999999999996,31,23.73,13
2017-08-26 14:00:00,1.4827,0.4686666666666666,26,26.52,14
2017-08-26 15:00:00,0.9642,0.279,38,25.67,15
2017-08-26 16:00:00,0.4491,0.2683333333333333,30,26.37,16
2017-08-26 17:00:00,0.0914,0.1,25,24.71,17
2017-08-26 18:00:00,0.0021,0.0,49,26.05,18
2017-08-26 19:00:00,0.0,0.006333333333333333,62,22.69,19
2017-08-26 20:00:00,0.0,0.021500000000000005,57,19.81,20
2017-08-26 21:00:00,0.0,0.0,69,21.12,21
2017-08-26 22:00:00,0.0,0.0,68,19.05,22
2017-08-26 23:00:00,0.0,0.009000000000000001,73,18.43,23
2017-08-27 00:00:00,0.0,0.0,59,17.88,0
2017-08-27 01:00:00,0.0,0.019500000000000003,61,17.78,1
2017-08-27 02:00:00,0.0,0.013333333333333334,60,15.69,2
2017-08-27 03:00:00,0.0,0.0025000000000000005,85,17.09,3
2017-08-27 04:00:00,0.0173,0.0,67,16.75,4
2017-08-27 05:00:00,0.2347,0.0,63,20.04,5
2017-08-27 06:00:00,0.6556,0.0,59,17.17,6
2017-08-27 07:00:00,1.2062,0.09833333333333334,41,20.09,7
2017-08-27 08:00:00,1.7142,0.06966666666666667,62,20.18,8
2017-08-27 09:00:00,2.054,0.1925,45,22.02,9
2017-08-27 10:00:00,2.1724,0.31,40,23.85,10
2017-08-27 11:00:00,2.1746,0.6696666666666667,18,23.18,11
2017-08-27 12:00:00,2.0089,0.3946666666666667,36,26.72,12
2017-08-27 13:00:00,1.7379,0.518,26,24.54,13
2017-08-27 14:00:00,1.4453,0.6159999999999999,16,27.21,14
2017-08-27 15:00:00,0.9744,0.3721666666666667,23,27.46,15
2017-08-27 16:00:00,0.466,0.31600000000000006,21,26.62,16
2017-08-27 17:00:00,0.0988,0.1975,21,25.58,17
2017-08-27 18:00:00,0.002,0.018333333333333333,45,20.15,18
2017-08-27 19:00:00,0.0,0.009333333333333334,44,21.29,19
2017-08-27 20:00:00,0.0,0.013666666666666667,59,20.8,20
2017-08-27 21:00:00,0.0,0.010000000000000002,70,22.11,21
2017-08-27 22:00:00,0.0,0.0,62,18.33,22
2017-08-27 23:00:00,0.0,0.01966666666666667,41,18.15,23
2017-08-28 00:00:00,0.0,0.0051666666666666675,69,17.22,0
2017-08-28 01:00:00,0.0,0.0,84,13.36,1
2017-08-28 02:00:00,0.0,0.0125,75,15.74,2
2017-08-28 03:00:00,0.0,0.0,86,18.16,3
2017-08-28 04:00:00,0.017,0.0,69,17.98,4
2017-08-28 05:00:00,0.2615,0.0,44,17.59,5
2017-08-28 06:00:00,0.7929,0.0,61,16.69,6
2017-08-28 07:00:00,1.4613,0.046,54,18.31,7
2017-08-28 08:00:00,2.0326,0.08600000000000002,57,22.04,8
2017-08-28 09:00:00,2.4106,0.11699999999999999,61,18.47,9
2017-08-28 10:00:00,2.5868,0.261,46,24.07,10
2017-08-28 11:00:00,2.6234,0.341,38,23.52,11
2017-08-28 12:00:00,2.5068,0.37,40,26.06,12
2017-08-28 13:00:00,2.2181,0.45499999999999996,30,26.02,13
2017-08-28 14:00:00,1.7793,0.5535000000000001,19,25.62,14
2017-08-28 15:00:00,1.1763,0.31899999999999995,34,28.24,15
2017-08-28 16:00:00,0.5296,0.19633333333333333,38,25.65,16
2017-08-28 17:00:00,0.0966,0.13399999999999998,33,25.82,17
2017-08-28 18:00:00,0.0016,0.007333333333333332,56,23.61,18
2017-08-28 19:00:00,0.0,0.0,57,21.52,19
2017-08-28 20:00:00,0.0,0.019000000000000003,43,22.07,20
2017-08-28 21:00:00,0.0,0.0,73,23.09,21
2017-08-28 22:00:00,0.0,0.0,60,18.66,22
2017-08-28 23:00:00,0.0,0.007,58,20.59,23
2017-08-29 00:00:00,0.0,0.0,82,18.06,0
2017-08-29 01:00:00,0.0,0.0,71,17.69,1
2017-08-29 02:00:00,0.0,0.0,87,17.17,2
2017-08-29 03:00:00,0.0,0.006666666666666667,60,17.26,3
2017-08-29 04:00:00,0.0142,0.0,52,15.84,4
2017-08-29 05:00:00,0.2801,0.0,60,18.99,5
2017-08-29 06:00:00,0.8817,0.0,68,18.09,6
2017-08-29 07:00:00,1.6004,0.0665,43,20.12,7
2017-08-29 08:00:00,2.2205,0.18133333333333332,32,23.61,8
2017-08-29 09:00:00,2.6459,0.234,46,21.57,9
2017-08-29 10:00:00,2.8529,0.52,22,23.31,10
2017-08-29 11:00:00,2.8782,0.40950000000000003,37,26.33,11
2017-08-29 12:00:00,2.7248,0.49699999999999994,29,26.62,12
2017-08-29 13:00:00,2.4,0.3383333333333334,42,26.39,13
2017-08-29 14:00:00,1.8889,0.5603333333333333,18,27.01,14
2017-08-29 15:00:00,1.2184,0.187,49,26.36,15
2017-08-29 16:00:00,0.5218,0.20899999999999996,34,24.46,16
2017-08-29 17:00:00,0.0816,0.04083333333333333,51,26.51,17
2017-08-29 18:00:00,0.0003,0.0,53,25.43,18
2017-08-29 19:00:00,0.0,0.0,40,26.62,19
2017-08-29 20:00:00,0.0,0.012666666666666666,62,23.74,20
2017-08-29 21:00:00,0.0,0.009333333333333334,44,20.23,21
2017-08-29 22:00:00,0.0,0.0,46,19.61,22
2017-08-29 23:00:00,0.0,0.002666666666666667,84,18.29,23
2017-08-30 00:00:00,0.0,0.0,81,18.73,0
2017-08-30 01:00:00,0.0,0.0,91,18.1,1
2017-08-30 02:00:00,0.0,0.0,65,14.36,2
2017-08-30 03:00:00,0.0,0.0,66,16.4,3
2017-08-30 04:00:00,0.0153,0.0,71,16.6,4
2017-08-30 05:00:00,0.2701,0.021000000000000005,58,18.02,5
2017-08-30 06:00:00,0.8021,0.008333333333333333,50,21.0,6
2017-08-30 07:00:00,1.4041,0.10266666666666667,44,18.52,7
2017-08-30 08:00:00,1.8629,0.126,46,22.78,8
2017-08-30 09:00:00,2.1458,0.36,28,23.98,9
2017-08-30 10:00:00,2.3132,0.438,27,21.66,10
2017-08-30 11:00:00,2.2945,0.36833333333333335,35,23.05,11
2017-08-30 12:00:00,2.0992,0.48999999999999994,30,25.81,12
2017-08-30 13:00:00,1.7807,0.2805,49,28.96,13
2017-08-30 14:00:00,1.3247,0.41933333333333334,32,26.68,14
2017-08-30 15:00:00,0.7747,0.4106666666666667,23,24.67,15
2017-08-30 16:00:00,0.318,0.18133333333333332,36,24.88,16
2017-08-30 17:00:00,0.0476,0.15166666666666667,30,22.75,17
2017-08-30 18:00:00,0.0003,0.0,37,24.1,18
2017-08-30 19:00:00,0.0,0.0,43,20.85,19
2017-08-30 20:00:00,0.0,0.0,55,19.58,20
2017-08-30 21:00:00,0.0,0.0,77,19.35,21
2017-08-30 22:00:00,0.0,0.0085,49,17.3,22
2017-08-30 23:00:00,0.0,0.0,75,17.17,23
2017-08-31 00:00:00,0.0,0.0,79,16.55,0
2017-08-31 01:00:00,0.0,0.0,87,17.14,1
2017-08-31 02:00:00,0.0,0.0,100,16.95,2
2017-08-31 03:00:00,0.0,0.0021666666666666666,87,17.31,3
2017-08-31 04:00:00,0.0089,0.018000000000000002,73,17.35,4
2017-08-31 05:00:00,0.1462,0.0,46,17.51,5
2017-08-31 06:00:00,0.4362,0.0,51,20.38,6
2017-08-31 07:00:00,0.7557,0.04666666666666667,60,18.75,7
2017-08-31 08:00:00,0.9773,0.24499999999999997,30,20.45,8
2017-08-31 09:00:00,1.0353,0.19433333333333333,47,23.68,9
2017-08-31 10:00:00,1.0725,0.6091666666666666,15,24.45,10
2017-08-31 11:00:00,1.0127,0.24733333333333335,47,25.73,11
2017-08-31 12:00:00,0.821,0.5661666666666667,21,25.78,12
2017-08-31 13:00:00,0.6836,0.43549999999999994,33,28.05,13
2017-08-31 14:00:00,0.5477,0.444,28,27.44,14
2017-08-31 15:00:00,0.374,0.5509999999999999,13,27.51,15
2017-08-31 16:00:00,0.2011,0.13883333333333334,51,24.93,16
2017-08-31 17:00:00,0.0493,0.078,48,23.76,17
2017-08-31 18:00:00,0.0006,0.0,42,24.4,18
2017-08-31 19:00:00,0.0,0.0,53,21.91,19
2017-08-31 20:00:00,0.0,0.0,48,22.38,20
2017-08-31 21:00:00,0.0,0.0,66,20.41,21
2017-08-31 22:00:00,0.0,0.0,71,20.23,22
2017-08-31 23:00:00,0.0,0.0,76,16.24,23
2017-09-01 00:00:00,0.0,0.0,84,15.93,0
2017-09-01 01:00:00,0.0,0.0,76,15.51,1
2017-09-01 02:00:00,0.0,0.0,69,17.41,2
2017-09-01 03:00:00,0.0,0.02666666666666667,60,17.74,3
2017-09-01 04:00:00,0.0048,0.0,58,16.98,4
2017-09-01 05:00:00,0.1066,0.0,74,17.82,5
2017-09-01 06:00:00,0.3545,0.0,43,18.22,6
2017-09-01 07:00:00,0.6619,0.04533333333333333,66,22.62,7
2017-09-01 08:00:00,0.9924,0.14666666666666667,45,19.98,8
2017-09-01 09:00:00,1.1428,0.2916666666666667,30,22.46,9
2017-09-01 10:00:00,1.1815,0.48750000000000004,25,24.7,10
2017-09-01 11:00:00,1.1769,0.2635,49,22.86,11
2017-09-01 12:00:00,1.1435,0.46149999999999997,29,25.96,12
2017-09-01 13:00:00,1.015,0.28,44,27.12,13
2017-09-01 14:00:00,0.8699,0.588,16,25.22,14
2017-09-01 15:00:00,0.6037,0.372,28,28.81,15
2017-09-01 16:00:00,0.2697,0.21849999999999997,31,24.63,16
2017-09-01 17:00:00,0.0457,0.11916666666666666,35,26.76,17
2017-09-01 18:00:00,0.0003,0.0,44,23.77,18
2017-09-01 19:00:00,0.0,0.008166666666666666,51,22.24,19
2017-09-01 20:00:00,0.0,0.0,56,19.39,20
2017-09-01 21:00:00,0.0,0.0,70,19.3,21
2017-09-01 22:00:00,0.0,0.0,52,21.13,22
2017-09-01 23:00:00,0.0,0.0,71,16.35,23
2017-09-02 00:00:00,0.0,0.010000000000000002,70,14.95,0
2017-09-02 01:00:00,0.0,0.0,77,15.91,1
2017-09-02 02:00:00,0.0,0.0,71,17.13,2
2017-09-02 03:00:00,0.0,0.0,55,16.77,3
2017-09-02 04:00:00,0.0064,0.0,55,15.97,4
2017-09-02 05:00:00,0.15,0.0,66,19.38,5
2017-09-02 06:00:00,0.4909,0.0,56,19.29,6
2017-09-02 07:00:00,0.938,0.045,55,19.99,7
2017-09-02 08:00:00,1.327,0.15516666666666665,51,20.18,8
2017-09-02 09:00:00,1.542,0.21250000000000002,49,23.36,9
2017-09-02 10:00:00,1.556,0.44849999999999995,31,22.93,10
2017-09-02 11:00:00,1.4816,0.5056666666666667,26,22.7,11
2017-09-02 12:00:00,1.4192,0.7106666666666668,18,26.91,12
2017-09-02 13:00:00,1.2278,0.48750000000000004,25,26.03,13
2017-09-02 14:00:00,0.993,0.705,10,29.08,14
2017-09-02 15:00:00,0.6763,0.33349999999999996,31,24.44,15
2017-09-02 16:00:00,0.3206,0.12833333333333335,45,26.34,16
2017-09-02 17:00:00,0.0536,0.14083333333333334,35,25.84,17
2017-09-02 18:00:00,0.0005,0.033499999999999995,33,22.77,18
2017-09-02 19:00:00,0.0,0.0,65,25.85,19
2017-09-02 20:00:00,0.0,0.005000000000000001,70,20.96,20
2017-09-02 21:00:00,0.0,0.0,52,19.76,21
2017-09-02 22:00:00,0.0,0.0,58,19.24,22
2017-09-02 23:00:00,0.0,0.0,67,18.69,23
2017-09-03 00:00:00,0.0,0.0,69,16.9,0
2017-09-03 01:00:00,0.0,0.004499999999999999,91,14.87,1
2017-09-03 02:00:00,0.0,0.0,68,16.35,2
2017-09-03 03:00:00,0.0,0.0,69,16.61,3
2017-09-03 04:00:00,0.007,0.009666666666666667,71,17.08,4
2017-09-03 05:00:00,0.172,0.0,77,17.17,5
2017-09-03 06:00:00,0.5686,0.0,67,19.71,6
2017-09-03 07:00:00,1.1154,0.06599999999999999,56,21.14,7
2017-09-03 08:00:00,1.6436,0.2683333333333333,30,19.61,8
2017-09-03 09:00:00,1.9865,0.273,37,22.02,9
2017-09-03 10:00:00,2.0773,0.28,44,27.03,10
2017-09-03 11:00:00,2.0818,0.3866666666666667,42,25.22,11
2017-09-03 12:00:00,1.9728,0.35583333333333333,39,26.29,12
2017-09-03 13:00:00,1.744,0.2738333333333334,47,28.82,13
2017-09-03 14:00:00,1.3743,0.6013333333333334,12,25.72,14
2017-09-03 15:00:00,0.8932,0.20650000000000002,41,26.88,15
2017-09-03 16:00:00,0.3931,0.23799999999999996,32,28.06,16
2017-09-03 17:00:00,0.0547,0.068,49,23.66,17
2017-09-03 18:00:00,0.0001,0.0,42,22.98,18
2017-09-03 19:00:00,0.0,0.0,68,23.28,19
2017-09-03 20:00:00,0.0,0.0,56,23.14,20
2017-09-03 21:00:00,0.0,0.0085,49,21.9,21
2017-09-03 22:00:00,0.0,0.012666666666666666,62,18.93,22
2017-09-03 23:00:00,0.0,0.011,67,16.52,23
2017-09-04 00:00:00,0.0,0.0,80,17.93,0
2017-09-04 01:00:00,0.0,0.0,79,15.97,1
2017-09-04 02:00:00,0.0,0.003499999999999998,93,16.19,2
2017-09-04 03:00:00,0.0,0.0,66,16.6,3
2017-09-04 04:00:00,0.0079,0.0,66,18.99,4
2017-09-04 05:00:00,0.2214,0.0,57,18.75,5
2017-09-04 06:00:00,0.7776,0.0,63,19.61,6
2017-09-04 07:00:00,1.462,0.044,56,19.52,7
2017-09-04 08:00:00,2.0722,0.12133333333333333,48,23.82,8
2017-09-04 09:00:00,2.5049,0.2376666666666667,38,23.34,9
2017-09-04 10:00:00,2.655,0.426,29,21.65,10
2017-09-04 11:00:00,2.5581,0.5775,23,26.55,11
2017-09-04 12:00:00,2.3305,0.564,28,23.39,12
2017-09-04 13:00:00,1.9467,0.31350000000000006,43,27.62,13
2017-09-04 14:00:00,1.4746,0.252,46,26.63,14
2017-09-04 15:00:00,0.8941,0.31266666666666665,33,24.23,15
2017-09-04 16:00:00,0.3422,0.2798333333333333,27,24.32,16
2017-09-04 17:00:00,0.0413,0.061,39,19.94,17
2017-09-04 18:00:00,0.0,0.0,63,22.36,18
2017-09-04 19:00:00,0.0,0.007499999999999999,55,24.7,19
2017-09-04 20:00:00,0.0,0.0,60,21.75,20
2017-09-04 21:00:00,0.0,0.0,63,21.47,21
2017-09-04 22:00:00,0.0,0.006666666666666665,80,19.21,22
2017-09-04 23:00:00,0.0,0.0,52,19.31,23
2017-09-05 00:00:00,0.0,0.010000000000000002,70,19.07,0
2017-09-05 01:00:00,0.0,0.018,64,17.55,1
2017-09-05 02:00:00,0.0,0.003833333333333333,77,15.14,2
2017-09-05 03:00:00,0.0,0.0,72,15.26,3
2017-09-05 04:00:00,0.0063,0.015000000000000003,70,15.35,4
2017-09-05 05:00:00,0.1778,0.0,54,18.26,5
2017-09-05 06:00:00,0.5901,0.0,70,19.82,6
2017-09-05 07:00:00,1.1443,0.081,46,19.75,7
2017-09-05 08:00:00,1.6793,0.13616666666666669,57,21.46,8
2017-09-05 09:00:00,2.079,0.1435,59,26.28,9
2017-09-05 10:00:00,2.2597,0.216,52,25.8,10
2017-09-05 11:00:00,2.1569,0.39666666666666667,32,25.67,11
2017-09-05 12:00:00,1.8983,0.3638333333333334,41,23.14,12
2017-09-05 13:00:00,1.522,0.2585,53,26.59,13
2017-09-05 14:00:00,1.1144,0.36750000000000005,37,26.24,14
2017-09-05 15:00:00,0.6487,0.3893333333333333,27,26.82,15
2017-09-05 16:00:00,0.2474,0.17666666666666667,47,24.27,16
2017-09-05 17:00:00,0.0264,0.09833333333333334,41,27.0,17
2017-09-05 18:00:00,0.0,0.013333333333333334,20,22.94,18
2017-09-05 19:00:00,0.0,0.015666666666666666,53,20.08,19
2017-09-05 20:00:00,0.0,0.0,54,21.16,20
2017-09-05 21:00:00,0.0,0.0,77,18.75,21
2017-09-05 22:00:00,0.0,0.0,55,18.22,22
2017-09-05 23:00:00,0.0,0.0,54,17.17,23
2017-09-06 00:00:00,0.0,0.0,70,17.65,0
2017-09-06 01:00:00,0.0,0.0,72,18.13,1
2017-09-06 02:00:00,0.0,0.011333333333333332,66,17.11,2
2017-09-06 03:00:00,0.0,0.0,68,16.86,3
2017-09-06 04:00:00,0.0029,0.0,60,17.41,4
2017-09-06 05:00:00,0.0777,0.006,64,22.92,5
2017-09-06 06:00:00,0.2943,0.007833333333333333,53,19.83,6
2017-09-06 07:00:00,0.5876,0.043166666666666666,63,18.61,7
2017-09-06 08:00:00,0.9067,0.135,46,21.69,8
2017-09-06 09:00:00,1.1427,0.2625,37,22.21,9
2017-09-06 10:00:00,1.3413,0.208,52,22.44,10
2017-09-06 11:00:00,1.5116,0.42250000000000004,35,25.84,11
2017-09-06 12:00:00,1.4846,0.4066666666666666,39,26.25,12
2017-09-06 13:00:00,1.3287,0.4733333333333333,29,28.0,13
2017-09-06 14:00:00,0.9912,0.2205,51,26.52,14
2017-09-06 15:00:00,0.6193,0.355,29,27.31,15
2017-09-06 16:00:00,0.2429,0.26,35,27.37,16
2017-09-06 17:00:00,0.024,0.06699999999999999,33,24.62,17
2017-09-06 18:00:00,0.0,0.018333333333333333,45,22.43,18
2017-09-06 19:00:00,0.0,0.006166666666666667,63,22.61,19
2017-09-06 20:00:00,0.0,0.0,59,19.33,20
2017-09-06 21:00:00,0.0,0.007833333333333333,53,19.35,21
2017-09-06 22:00:00,0.0,0.0,79,22.2,22
2017-09-06 23:00:00,0.0,0.0,73,17.14,23
2017-09-07 00:00:00,0.0,0.0065,61,17.46,0
2017-09-07 01:00:00,0.0,0.0,57,13.71,1
2017-09-07 02:00:00,0.0,0.0,63,18.12,2
2017-09-07 03:00:00,0.0,0.0,69,15.43,3
2017-09-07 04:00:00,0.0031,0.0,74,16.95,4
2017-09-07 05:00:00,0.1033,0.008,76,19.31,5
2017-09-07 06:00:00,0.4112,0.0,51,19.18,6
2017-09-07 07:00:00,0.8053,0.064,52,20.33,7
2017-09-07 08:00:00,1.1936,0.21333333333333332,36,21.47,8
2017-09-07 09:00:00,1.4298,0.3616666666666667,30,23.86,9
2017-09-07 10:00:00,1.4971,0.4023333333333333,29,23.9,10
2017-09-07 11:00:00,1.4416,0.37616666666666665,39,25.78,11
2017-09-07 12:00:00,1.3875,0.3456666666666667,39,24.06,12
2017-09-07 13:00:00,1.2408,0.6000000000000001,20,26.94,13
2017-09-07 14:00:00,1.0186,0.559,22,24.16,14
2017-09-07 15:00:00,0.6853,0.6143333333333333,3,25.47,15
2017-09-07 16:00:00,0.2822,0.19316666666666665,39,25.98,16
2017-09-07 17:00:00,0.0304,0.13,35,26.5,17
2017-09-07 18:00:00,0.0,0.0,54,24.73,18
2017-09-07 19:00:00,0.0,0.008333333333333333,50,24.15,19
2017-09-07 20:00:00,0.0,0.0,56,23.5,20
2017-09-07 21:00:00,0.0,0.0,47,19.77,21
2017-09-07 22:00:00,0.0,0.0,49,18.44,22
2017-09-07 23:00:00,0.0,0.0,54,19.19,23
2017-09-08 00:00:00,0.0,0.0,56,16.86,0
2017-09-08 01:00:00,0.0,0.0071666666666666675,57,16.66,1
2017-09-08 02:00:00,0.0,0.0,65,17.6,2
2017-09-08 03:00:00,0.0,0.0,74,14.9,3
2017-09-08 04:00:00,0.0028,0.0,74,19.17,4
2017-09-08 05:00:00,0.1119,0.0,57,19.14,5
2017-09-08 06:00:00,0.3868,0.003666666666666666,78,19.64,6
2017-09-08 07:00:00,0.7451,0.10049999999999999,33,22.21,7
2017-09-08 08:00:00,1.0756,0.135,46,21.89,8
2017-09-08 09:00:00,1.24,0.28800000000000003,36,23.0,9
2017-09-08 10:00:00,1.2113,0.39099999999999996,31,27.21,10
2017-09-08 11:00:00,1.1732,0.5016666666666666,30,26.48,11
2017-09-08 12:00:00,1.1185,0.4466666666666666,33,26.62,12
2017-09-08 13:00:00,0.982,0.4715,31,25.11,13
2017-09-08 14:00:00,0.7565,0.408,32,25.72,14
2017-09-08 15:00:00,0.4659,0.45100000000000007,18,26.43,15
2017-09-08 16:00:00,0.1701,0.32083333333333336,23,25.99,16
2017-09-08 17:00:00,0.0134,0.08666666666666667,35,26.59,17
2017-09-08 18:00:00,0.0,0.0,37,26.16,18
2017-09-08 19:00:00,0.0,0.036000000000000004,46,20.98,19
2017-09-08 20:00:00,0.0,0.008333333333333333,50,22.42,20
2017-09-08 21:00:00,0.0,0.0071666666666666675,57,19.25,21
2017-09-08 22:00:00,0.0,0.0,66,21.33,22
2017-09-08 23:00:00,0.0,0.012666666666666666,62,20.3,23
2017-09-09 00:00:00,0.0,0.005666666666666668,83,18.32,0
2017-09-09 01:00:00,0.0,0.0,63,17.49,1
2017-09-09 02:00:00,0.0,0.011666666666666665,65,15.25,2
2017-09-09 03:00:00,0.0,0.019000000000000003,62,16.41,3
2017-09-09 04:00:00,0.0024,0.0,56,17.49,4
2017-09-09 05:00:00,0.0889,0.013666666666666667,59,18.9,5
2017-09-09 06:00:00,0.2949,0.0,53,17.78,6
2017-09-09 07:00:00,0.5107,0.09533333333333333,48,20.85,7
2017-09-09 08:00:00,0.6517,0.1275,49,22.19,8
2017-09-09 09:00:00,0.7934,0.30933333333333335,36,24.81,9
2017-09-09 10:00:00,0.9246,0.26100000000000007,42,22.83,10
2017-09-09 11:00:00,0.9685,0.2053333333333333,56,24.53,11
2017-09-09 12:00:00,0.9656,0.6210000000000001,19,26.36,12
2017-09-09 13:00:00,0.8833,0.4646666666666666,32,24.59,13
2017-09-09 14:00:00,0.6429,0.3853333333333333,32,25.95,14
2017-09-09 15:00:00,0.3718,0.234,46,29.62,15
2017-09-09 16:00:00,0.1403,0.20666666666666667,38,28.6,16
2017-09-09 17:00:00,0.0187,0.0855,43,25.53,17
2017-09-09 18:00:00,0.0,0.009166666666666667,45,24.67,18
2017-09-09 19:00:00,0.0,0.009666666666666667,42,23.66,19
2017-09-09 20:00:00,0.0,0.0,47,24.42,20
2017-09-09 21:00:00,0.0,0.0,59,18.26,21
2017-09-09 22:00:00,0.0,0.017,49,21.3,22
2017-09-09 23:00:00,0.0,0.0,64,18.4,23
2017-09-10 00:00:00,0.0,0.007666666666666666,77,18.49,0
2017-09-10 01:00:00,0.0,0.0,74,15.92,1
2017-09-10 02:00:00,0.0,0.016666666666666666,75,17.49,2
2017-09-10 03:00:00,0.0,0.0031666666666666657,81,18.01,3
2017-09-10 04:00:00,0.0017,0.0,65,18.52,4
2017-09-10 05:00:00,0.0819,0.011666666666666665,65,18.95,5
2017-09-10 06:00:00,0.3578,0.022,56,21.29,6
2017-09-10 07:00:00,0.7655,0.095,43,20.54,7
2017-09-10 08:00:00,1.2198,0.19799999999999998,34,20.98,8
2017-09-10 09:00:00,1.5841,0.20400000000000001,49,24.67,9
2017-09-10 10:00:00,1.7733,0.2996666666666667,38,23.55,10
2017-09-10 11:00:00,1.8368,0.22999999999999998,54,22.88,11
2017-09-10 12:00:00,1.6761,0.275,45,24.86,12
2017-09-10 13:00:00,1.484,0.5700000000000001,24,25.42,13
2017-09-10 14:00:00,1.1693,0.31,40,28.21,14
2017-09-10 15:00:00,0.7438,0.3105,31,24.96,15
2017-09-10 16:00:00,0.2842,0.17733333333333334,44,27.97,16
2017-09-10 17:00:00,0.024,0.063,37,24.66,17
2017-09-10 18:00:00,0.0,0.034499999999999996,31,23.19,18
2017-09-10 19:00:00,0.0,0.0,41,22.23,19
2017-09-10 20:00:00,0.0,0.016,52,24.29,20
2017-09-10 21:00:00,0.0,0.0,47,19.64,21
2017-09-10 22:00:00,0.0,0.0,53,18.95,22
2017-09-10 23:00:00,0.0,0.0,72,18.51,23
